# time C ID fromHost toHost size ttl
23642.9000 C floating1110-23643-66  w66 V0 33599 2147483647
23644.6000 C floating1111-23645-68  w68 V0 35666 2147483647
23650.7000 C floating1112-23651-82  t82 V0 23284 2147483647
23692.1000 C floating1113-23692-74  w74 V0 12463 2147483647
23747.5000 C floating1114-23747-58  w58 V0 7381 2147483647
23762.0000 C floating1115-23762-5  c5 V0 31495 2147483647
23773.6000 C floating1116-23774-14  c14 V0 38037 2147483647
23785.6000 C floating1117-23786-95  p95 V0 12053 2147483647
23789.3000 C floating1118-23789-34  c34 V0 48827 2147483647
23807.7000 C floating1119-23808-9  c9 V0 23785 2147483647
23809.3000 C floating1120-23809-11  c11 V0 31225 2147483647
23812.5000 C floating1121-23812-113  p113 V0 44743 2147483647
23813.1000 C floating1122-23813-110  p110 V0 45600 2147483647
23817.4000 C floating1123-23817-75  w75 V0 27981 2147483647
23832.5000 C floating1124-23832-22  c22 V0 29602 2147483647
23834.8000 C floating1125-23835-103  p103 V0 22657 2147483647
23873.3000 C floating1126-23873-29  c29 V0 22518 2147483647
23887.0000 C floating1127-23887-40  c40 V0 10421 2147483647
24029.9000 C floating1128-24030-25  c25 V0 42119 2147483647
24037.2000 C floating1129-24037-48  w48 V0 42519 2147483647
24065.3000 C floating1130-24065-70  w70 V0 39233 2147483647
24132.8000 C floating1131-24133-16  c16 V0 28718 2147483647
24134.3000 C floating1132-24134-62  w62 V0 8078 2147483647
24161.0000 C floating1133-24161-101  p101 V0 27480 2147483647
24165.0000 C floating1134-24165-47  w47 V0 47172 2147483647
24179.0000 C floating1135-24179-31  c31 V0 21413 2147483647
24245.9000 C floating1136-24246-96  p96 V0 7900 2147483647
24275.7000 C floating1137-24276-46  w46 V0 49824 2147483647
24282.7000 C floating1138-24283-12  c12 V0 40717 2147483647
24283.4000 C floating1139-24283-97  p97 V0 39048 2147483647
24401.2000 C floating1140-24401-24  c24 V0 36301 2147483647
24416.1000 C floating1141-24416-33  c33 V0 7621 2147483647
24465.2000 C floating1142-24465-41  w41 V0 13772 2147483647
24468.5000 C floating1143-24468-105  p105 V0 18207 2147483647
24513.6000 C floating1144-24514-112  p112 V0 34317 2147483647
24515.8000 C floating1145-24516-27  c27 V0 45326 2147483647
24533.9000 C floating1146-24534-4  c4 V0 5665 2147483647
24679.4000 C floating1147-24679-26  c26 V0 23205 2147483647
24703.4000 C floating1148-24703-122  p122 V0 38872 2147483647
24744.4000 C floating1149-24744-115  p115 V0 4504 2147483647
24767.6000 C floating1150-24768-76  w76 V0 49552 2147483647
24790.2000 C floating1151-24790-92  p92 V0 22488 2147483647
24791.7000 C floating1152-24792-121  p121 V0 33377 2147483647
24795.7000 C floating1153-24796-8  c8 V0 22332 2147483647
24803.4000 C floating1154-24803-99  p99 V0 45970 2147483647
24808.7000 C floating1155-24809-126  p126 V0 14322 2147483647
24838.5000 C floating1156-24838-28  c28 V0 3905 2147483647
24851.7000 C floating1157-24852-71  w71 V0 47250 2147483647
24859.3000 C floating1158-24859-53  w53 V0 41168 2147483647
24889.8000 C floating1159-24890-72  w72 V0 15942 2147483647
24900.7000 C floating1160-24901-90  p90 V0 36110 2147483647
24908.6000 C floating1161-24909-98  p98 V0 40149 2147483647
24962.7000 C floating1162-24963-43  w43 V0 26056 2147483647
24983.2000 C floating1163-24983-17  c17 V0 3174 2147483647
25005.8000 C floating1164-25006-87  p87 V0 26733 2147483647
25026.2000 C floating1165-25026-37  c37 V0 31193 2147483647
25041.7000 C floating1166-25042-57  w57 V0 46691 2147483647
25071.5000 C floating1167-25071-44  w44 V0 31971 2147483647
25098.9000 C floating1168-25099-118  p118 V0 42129 2147483647
25106.5000 C floating1169-25106-30  c30 V0 10861 2147483647
25111.3000 C floating1170-25111-102  p102 V0 36609 2147483647
25129.5000 C floating1171-25129-51  w51 V0 10554 2147483647
25134.1000 C floating1172-25134-49  w49 V0 13127 2147483647
25182.2000 C floating1173-25182-35  c35 V0 21049 2147483647
25187.5000 C floating1174-25187-6  c6 V0 29227 2147483647
25188.0000 C floating1175-25188-91  p91 V0 34300 2147483647
25218.0000 C floating1176-25218-78  w78 V0 28028 2147483647
25221.1000 C floating1177-25221-2  c2 V0 28315 2147483647
25245.9000 C floating1178-25246-10  c10 V0 4095 2147483647
25268.6000 C floating1179-25269-36  c36 V0 14915 2147483647
25288.1000 C floating1180-25288-50  w50 V0 45931 2147483647
25297.0000 C floating1181-25297-77  w77 V0 46920 2147483647
25311.3000 C floating1182-25311-23  c23 V0 24551 2147483647
25332.3000 C floating1183-25332-63  w63 V0 43240 2147483647
25364.5000 C floating1184-25364-67  w67 V0 19862 2147483647
25385.4000 C floating1185-25385-83  t83 V0 19228 2147483647
25407.9000 C floating1186-25408-64  w64 V0 47083 2147483647
25408.9000 C floating1187-25409-123  p123 V0 8184 2147483647
25411.1000 C floating1188-25411-124  p124 V0 38405 2147483647
25412.9000 C floating1189-25413-39  c39 V0 13438 2147483647
25433.4000 C floating1190-25433-19  c19 V0 40996 2147483647
25436.0000 C floating1191-25436-89  p89 V0 40808 2147483647
25453.0000 C floating1192-25453-94  p94 V0 4852 2147483647
25483.7000 C floating1193-25484-119  p119 V0 19521 2147483647
25500.1000 C floating1194-25500-54  w54 V0 39917 2147483647
25567.1000 C floating1195-25567-55  w55 V0 31360 2147483647
25569.0000 C floating1196-25569-20  c20 V0 15341 2147483647
25588.0000 C floating1197-25588-88  p88 V0 44900 2147483647
25598.8000 C floating1198-25599-104  p104 V0 29613 2147483647
25608.2000 C floating1199-25608-116  p116 V0 31882 2147483647
25625.3000 C floating1200-25625-45  w45 V0 45086 2147483647
25627.4000 C floating1201-25627-60  w60 V0 36032 2147483647
25650.3000 C floating1202-25650-86  t86 V0 20582 2147483647
25666.7000 C floating1203-25667-120  p120 V0 6450 2147483647
25692.2000 C floating1204-25692-111  p111 V0 5903 2147483647
25708.2000 C floating1205-25708-93  p93 V0 7635 2147483647
25711.5000 C floating1206-25711-15  c15 V0 43048 2147483647
25730.8000 C floating1207-25731-74  w74 V0 4728 2147483647
25767.6000 C floating1208-25768-79  w79 V0 30670 2147483647
25772.2000 C floating1209-25772-85  t85 V0 37139 2147483647
25805.5000 C floating1210-25805-108  p108 V0 42462 2147483647
25815.0000 C floating1211-25815-69  w69 V0 38395 2147483647
25837.7000 C floating1212-25838-95  p95 V0 12737 2147483647
25843.0000 C floating1213-25843-1  c1 V0 3890 2147483647
25928.0000 C floating1214-25928-66  w66 V0 25929 2147483647
25929.0000 C floating1215-25929-125  p125 V0 46247 2147483647
25943.3000 C floating1216-25943-59  w59 V0 10456 2147483647
25947.7000 C floating1217-25948-3  c3 V0 9626 2147483647
25953.6000 C floating1218-25954-21  c21 V0 43655 2147483647
25955.7000 C floating1219-25956-22  c22 V0 15174 2147483647
25989.2000 C floating1220-25989-32  c32 V0 4107 2147483647
25992.8000 C floating1221-25993-117  p117 V0 32622 2147483647
26007.1000 C floating1222-26007-56  w56 V0 43148 2147483647
26012.0000 C floating1223-26012-61  w61 V0 14855 2147483647
26027.5000 C floating1224-26027-81  t81 V0 22484 2147483647
26032.4000 C floating1225-26032-11  c11 V0 8583 2147483647
26074.5000 C floating1226-26074-100  p100 V0 27104 2147483647
26077.8000 C floating1227-26078-18  c18 V0 19563 2147483647
26088.2000 C floating1228-26088-109  p109 V0 14280 2147483647
26092.5000 C floating1229-26092-113  p113 V0 13223 2147483647
26107.3000 C floating1230-26107-7  c7 V0 45069 2147483647
26126.9000 C floating1231-26127-110  p110 V0 44000 2147483647
26130.6000 C floating1232-26131-73  w73 V0 28882 2147483647
26135.9000 C floating1233-26136-25  c25 V0 36255 2147483647
26159.0000 C floating1234-26159-80  w80 V0 26778 2147483647
26194.5000 C floating1235-26194-65  w65 V0 9486 2147483647
26205.1000 C floating1236-26205-107  p107 V0 38908 2147483647
26224.4000 C floating1237-26224-52  w52 V0 34240 2147483647
26376.0000 C floating1238-26376-82  t82 V0 33813 2147483647
26386.9000 C floating1239-26387-34  c34 V0 12688 2147483647
26393.9000 C floating1240-26394-58  w58 V0 20139 2147483647
26419.3000 C floating1241-26419-13  c13 V0 13190 2147483647
26453.4000 C floating1242-26453-38  c38 V0 15527 2147483647
26552.5000 C floating1243-26552-48  w48 V0 14319 2147483647
26558.0000 C floating1244-26558-29  c29 V0 29214 2147483647
26571.5000 C floating1245-26571-114  p114 V0 33610 2147483647
26578.1000 C floating1246-26578-42  w42 V0 25523 2147483647
26607.0000 C floating1247-26607-112  p112 V0 9547 2147483647
26635.6000 C floating1248-26636-68  w68 V0 34658 2147483647
26641.9000 C floating1249-26642-14  c14 V0 27070 2147483647
26663.8000 C floating1250-26664-0  V0 V0 17748 2147483647
26674.9000 C floating1251-26675-9  c9 V0 46544 2147483647
26691.7000 C floating1252-26692-41  w41 V0 22209 2147483647
26699.1000 C floating1253-26699-47  w47 V0 4129 2147483647
26736.1000 C floating1254-26736-75  w75 V0 28991 2147483647
26737.5000 C floating1255-26737-84  t84 V0 31001 2147483647
26768.5000 C floating1256-26768-106  p106 V0 29742 2147483647
26889.0000 C floating1257-26889-33  c33 V0 28674 2147483647
26928.8000 C floating1258-26929-105  p105 V0 36462 2147483647
26934.4000 C floating1259-26934-40  c40 V0 34527 2147483647
26937.4000 C floating1260-26937-5  c5 V0 33761 2147483647
26951.5000 C floating1261-26951-53  w53 V0 3664 2147483647
26956.2000 C floating1262-26956-115  p115 V0 34780 2147483647
26960.3000 C floating1263-26960-31  c31 V0 21329 2147483647
26990.6000 C floating1264-26991-103  p103 V0 15156 2147483647
27038.3000 C floating1265-27038-70  w70 V0 7437 2147483647
27126.5000 C floating1266-27126-8  c8 V0 13083 2147483647
27129.6000 C floating1267-27130-99  p99 V0 47453 2147483647
27179.2000 C floating1268-27179-28  c28 V0 5766 2147483647
27180.1000 C floating1269-27180-4  c4 V0 28494 2147483647
27182.5000 C floating1270-27182-90  p90 V0 1916 2147483647
27192.9000 C floating1271-27193-12  c12 V0 43206 2147483647
27218.5000 C floating1272-27218-6  c6 V0 6210 2147483647
27230.7000 C floating1273-27231-26  c26 V0 40348 2147483647
27262.5000 C floating1274-27262-46  w46 V0 11533 2147483647
27270.4000 C floating1275-27270-97  p97 V0 47124 2147483647
27281.1000 C floating1276-27281-126  p126 V0 22634 2147483647
27295.8000 C floating1277-27296-91  p91 V0 39756 2147483647
27298.4000 C floating1278-27298-16  c16 V0 7907 2147483647
27346.5000 C floating1279-27346-101  p101 V0 42611 2147483647
27364.2000 C floating1280-27364-62  w62 V0 10308 2147483647
27401.3000 C floating1281-27401-121  p121 V0 32543 2147483647
27425.6000 C floating1282-27426-122  p122 V0 15091 2147483647
27445.0000 C floating1283-27445-50  w50 V0 12949 2147483647
27485.7000 C floating1284-27486-19  c19 V0 16535 2147483647
27498.1000 C floating1285-27498-51  w51 V0 4189 2147483647
27509.0000 C floating1286-27509-24  c24 V0 27758 2147483647
27546.7000 C floating1287-27547-96  p96 V0 2102 2147483647
27562.1000 C floating1288-27562-23  c23 V0 22394 2147483647
27586.3000 C floating1289-27586-36  c36 V0 10952 2147483647
27626.1000 C floating1290-27626-94  p94 V0 9376 2147483647
27628.8000 C floating1291-27629-119  p119 V0 17768 2147483647
27642.6000 C floating1292-27643-124  p124 V0 11141 2147483647
27691.2000 C floating1293-27691-27  c27 V0 38642 2147483647
27713.8000 C floating1294-27714-72  w72 V0 12874 2147483647
27744.0000 C floating1295-27744-123  p123 V0 46629 2147483647
27749.0000 C floating1296-27749-63  w63 V0 40323 2147483647
27753.3000 C floating1297-27753-87  p87 V0 1946 2147483647
27764.1000 C floating1298-27764-60  w60 V0 7455 2147483647
27777.7000 C floating1299-27778-44  w44 V0 13334 2147483647
27790.1000 C floating1300-27790-76  w76 V0 14649 2147483647
27844.2000 C floating1301-27844-57  w57 V0 42157 2147483647
27894.7000 C floating1302-27895-67  w67 V0 35686 2147483647
27904.2000 C floating1303-27904-54  w54 V0 16085 2147483647
27915.7000 C floating1304-27916-10  c10 V0 11673 2147483647
27933.5000 C floating1305-27933-98  p98 V0 22617 2147483647
27935.8000 C floating1306-27936-77  w77 V0 17792 2147483647
27961.3000 C floating1307-27961-71  w71 V0 40122 2147483647
27966.5000 C floating1308-27966-20  c20 V0 7194 2147483647
28020.5000 C floating1309-28020-1  c1 V0 4125 2147483647
28023.5000 C floating1310-28023-92  p92 V0 14759 2147483647
28046.5000 C floating1311-28046-17  c17 V0 44809 2147483647
28099.4000 C floating1312-28099-37  c37 V0 13389 2147483647
28110.6000 C floating1313-28111-3  c3 V0 47975 2147483647
28143.3000 C floating1314-28143-2  c2 V0 39851 2147483647
28145.7000 C floating1315-28146-88  p88 V0 3676 2147483647
28148.6000 C floating1316-28149-120  p120 V0 22305 2147483647
28165.3000 C floating1317-28165-35  c35 V0 24681 2147483647
28171.3000 C floating1318-28171-43  w43 V0 11826 2147483647
28172.9000 C floating1319-28173-30  c30 V0 20585 2147483647
28179.8000 C floating1320-28180-117  p117 V0 31303 2147483647
28237.5000 C floating1321-28237-81  t81 V0 21039 2147483647
28237.7000 C floating1322-28238-25  c25 V0 26672 2147483647
28246.0000 C floating1323-28246-104  p104 V0 1532 2147483647
28250.0000 C floating1324-28250-118  p118 V0 20332 2147483647
28262.8000 C floating1325-28263-109  p109 V0 31367 2147483647
28304.8000 C floating1326-28305-79  w79 V0 34995 2147483647
28321.7000 C floating1327-28322-66  w66 V0 17296 2147483647
28354.8000 C floating1328-28355-95  p95 V0 12657 2147483647
28400.6000 C floating1329-28401-102  p102 V0 10209 2147483647
28431.5000 C floating1330-28431-80  w80 V0 21480 2147483647
28454.7000 C floating1331-28455-83  t83 V0 32911 2147483647
28462.3000 C floating1332-28462-64  w64 V0 13944 2147483647
28465.6000 C floating1333-28466-56  w56 V0 1424 2147483647
28471.9000 C floating1334-28472-49  w49 V0 5264 2147483647
28492.7000 C floating1335-28493-61  w61 V0 19577 2147483647
28505.2000 C floating1336-28505-93  p93 V0 31185 2147483647
28512.9000 C floating1337-28513-74  w74 V0 48715 2147483647
28517.2000 C floating1338-28517-18  c18 V0 20311 2147483647
28518.6000 C floating1339-28519-55  w55 V0 2791 2147483647
28530.5000 C floating1340-28530-89  p89 V0 45637 2147483647
28557.9000 C floating1341-28558-45  w45 V0 35442 2147483647
28579.5000 C floating1342-28579-78  w78 V0 19053 2147483647
28593.6000 C floating1343-28594-22  c22 V0 15279 2147483647
28610.0000 C floating1344-28610-108  p108 V0 46579 2147483647
28610.2000 C floating1345-28610-15  c15 V0 5126 2147483647
28669.2000 C floating1346-28669-32  c32 V0 22389 2147483647
28684.2000 C floating1347-28684-69  w69 V0 5263 2147483647
28695.1000 C floating1348-28695-21  c21 V0 26191 2147483647
28723.7000 C floating1349-28724-7  c7 V0 19601 2147483647
28726.5000 C floating1350-28726-39  c39 V0 10838 2147483647
28784.9000 C floating1351-28785-86  t86 V0 28194 2147483647
28801.2000 C floating1352-28801-116  p116 V0 49719 2147483647
28808.9000 C floating1353-28809-73  w73 V0 42369 2147483647
28822.3000 C floating1354-28822-59  w59 V0 5871 2147483647
28838.8000 C floating1355-28839-11  c11 V0 4283 2147483647
28870.2000 C floating1356-28870-14  c14 V0 24943 2147483647
28905.8000 C floating1357-28906-107  p107 V0 32761 2147483647
28937.5000 C floating1358-28937-48  w48 V0 5934 2147483647
28948.4000 C floating1359-28948-113  p113 V0 12620 2147483647
28953.3000 C floating1360-28953-125  p125 V0 42307 2147483647
28972.3000 C floating1361-28972-111  p111 V0 7169 2147483647
28993.1000 C floating1362-28993-34  c34 V0 34521 2147483647
29031.7000 C floating1363-29032-110  p110 V0 14672 2147483647
29061.3000 C floating1364-29061-40  c40 V0 16433 2147483647
29081.9000 C floating1365-29082-85  t85 V0 33848 2147483647
29092.8000 C floating1366-29093-58  w58 V0 10129 2147483647
29123.4000 C floating1367-29123-100  p100 V0 46550 2147483647
29134.7000 C floating1368-29135-82  t82 V0 29360 2147483647
29154.4000 C floating1369-29154-105  p105 V0 8286 2147483647
29225.0000 C floating1370-29225-0  V0 V0 6318 2147483647
29316.8000 C floating1371-29317-42  w42 V0 36500 2147483647
29319.1000 C floating1372-29319-52  w52 V0 33947 2147483647
29332.6000 C floating1373-29333-106  p106 V0 46963 2147483647
29370.2000 C floating1374-29370-97  p97 V0 18667 2147483647
29380.0000 C floating1375-29380-112  p112 V0 15263 2147483647
29382.8000 C floating1376-29383-33  c33 V0 27196 2147483647
29385.5000 C floating1377-29385-65  w65 V0 39618 2147483647
29418.7000 C floating1378-29419-6  c6 V0 29063 2147483647
29466.1000 C floating1379-29466-13  c13 V0 40384 2147483647
29473.8000 C floating1380-29474-38  c38 V0 43821 2147483647
29500.0000 C floating1381-29500-47  w47 V0 6680 2147483647
29524.1000 C floating1382-29524-114  p114 V0 20866 2147483647
29528.8000 C floating1383-29529-70  w70 V0 29980 2147483647
29574.0000 C floating1384-29574-41  w41 V0 7103 2147483647
29603.7000 C floating1385-29604-28  c28 V0 20268 2147483647
29623.0000 C floating1386-29623-122  p122 V0 15436 2147483647
29626.0000 C floating1387-29626-53  w53 V0 24226 2147483647
29677.4000 C floating1388-29677-90  p90 V0 38350 2147483647
29701.8000 C floating1389-29702-4  c4 V0 28904 2147483647
29703.2000 C floating1390-29703-84  t84 V0 17911 2147483647
29735.1000 C floating1391-29735-19  c19 V0 8722 2147483647
29741.3000 C floating1392-29741-62  w62 V0 34595 2147483647
29749.3000 C floating1393-29749-91  p91 V0 27160 2147483647
29766.9000 C floating1394-29767-99  p99 V0 15214 2147483647
29885.4000 C floating1395-29885-31  c31 V0 23236 2147483647
29888.5000 C floating1396-29888-68  w68 V0 27942 2147483647
29894.8000 C floating1397-29895-29  c29 V0 29939 2147483647
29896.2000 C floating1398-29896-103  p103 V0 30285 2147483647
29908.9000 C floating1399-29909-8  c8 V0 28118 2147483647
29926.8000 C floating1400-29927-46  w46 V0 23868 2147483647
29931.5000 C floating1401-29931-51  w51 V0 22600 2147483647
29972.0000 C floating1402-29972-9  c9 V0 3724 2147483647
30017.7000 C floating1403-30018-16  c16 V0 19723 2147483647
30035.7000 C floating1404-30036-75  w75 V0 39875 2147483647
30058.6000 C floating1405-30059-26  c26 V0 45512 2147483647
30120.5000 C floating1406-30120-36  c36 V0 40911 2147483647
30124.0000 C floating1407-30124-119  p119 V0 15420 2147483647
30192.6000 C floating1408-30193-71  w71 V0 48132 2147483647
30201.8000 C floating1409-30202-126  p126 V0 5418 2147483647
30214.6000 C floating1410-30215-5  c5 V0 34379 2147483647
30218.6000 C floating1411-30219-37  c37 V0 34126 2147483647
30227.1000 C floating1412-30227-121  p121 V0 36194 2147483647
30252.8000 C floating1413-30253-115  p115 V0 30710 2147483647
30293.1000 C floating1414-30293-117  p117 V0 19195 2147483647
30326.1000 C floating1415-30326-124  p124 V0 46164 2147483647
30341.3000 C floating1416-30341-57  w57 V0 34022 2147483647
30384.1000 C floating1417-30384-87  p87 V0 32179 2147483647
30389.4000 C floating1418-30389-12  c12 V0 11330 2147483647
30397.2000 C floating1419-30397-96  p96 V0 32853 2147483647
30398.1000 C floating1420-30398-66  w66 V0 11213 2147483647
30400.2000 C floating1421-30400-88  p88 V0 31579 2147483647
30424.6000 C floating1422-30425-2  c2 V0 48286 2147483647
30444.3000 C floating1423-30444-44  w44 V0 33897 2147483647
30456.4000 C floating1424-30456-79  w79 V0 21265 2147483647
30470.0000 C floating1425-30470-101  p101 V0 35081 2147483647
30470.1000 C floating1426-30470-63  w63 V0 7555 2147483647
30470.3000 C floating1427-30470-10  c10 V0 20576 2147483647
30472.8000 C floating1428-30473-109  p109 V0 17262 2147483647
30476.5000 C floating1429-30476-92  p92 V0 34626 2147483647
30508.6000 C floating1430-30509-35  c35 V0 9274 2147483647
30523.6000 C floating1431-30524-17  c17 V0 22372 2147483647
30541.8000 C floating1432-30542-27  c27 V0 35726 2147483647
30556.3000 C floating1433-30556-24  c24 V0 1692 2147483647
30640.8000 C floating1434-30641-76  w76 V0 32271 2147483647
30656.5000 C floating1435-30656-80  w80 V0 16261 2147483647
30697.9000 C floating1436-30698-123  p123 V0 40351 2147483647
30721.7000 C floating1437-30722-74  w74 V0 1769 2147483647
30773.7000 C floating1438-30774-43  w43 V0 3081 2147483647
30775.7000 C floating1439-30776-83  t83 V0 24263 2147483647
30805.1000 C floating1440-30805-104  p104 V0 30689 2147483647
30819.6000 C floating1441-30820-50  w50 V0 35338 2147483647
30835.2000 C floating1442-30835-23  c23 V0 37489 2147483647
30847.3000 C floating1443-30847-25  c25 V0 13890 2147483647
30890.8000 C floating1444-30891-72  w72 V0 2130 2147483647
30891.5000 C floating1445-30891-1  c1 V0 49005 2147483647
30970.8000 C floating1446-30971-54  w54 V0 38877 2147483647
30982.8000 C floating1447-30983-94  p94 V0 15190 2147483647
31008.7000 C floating1448-31009-60  w60 V0 11318 2147483647
31024.3000 C floating1449-31024-98  p98 V0 24010 2147483647
31028.6000 C floating1450-31029-108  p108 V0 32261 2147483647
31054.1000 C floating1451-31054-120  p120 V0 41228 2147483647
31061.8000 C floating1452-31062-67  w67 V0 8625 2147483647
31075.2000 C floating1453-31075-102  p102 V0 8609 2147483647
31094.8000 C floating1454-31095-125  p125 V0 21104 2147483647
31110.1000 C floating1455-31110-22  c22 V0 36411 2147483647
31129.0000 C floating1456-31129-89  p89 V0 23177 2147483647
31134.2000 C floating1457-31134-11  c11 V0 41595 2147483647
31154.4000 C floating1458-31154-30  c30 V0 43855 2147483647
31156.1000 C floating1459-31156-100  p100 V0 41432 2147483647
31158.5000 C floating1460-31158-59  w59 V0 43927 2147483647
31163.4000 C floating1461-31163-77  w77 V0 18933 2147483647
31182.9000 C floating1462-31183-118  p118 V0 47932 2147483647
31191.1000 C floating1463-31191-20  c20 V0 30568 2147483647
31195.8000 C floating1464-31196-3  c3 V0 29393 2147483647
31202.5000 C floating1465-31202-78  w78 V0 13151 2147483647
31244.5000 C floating1466-31244-110  p110 V0 13449 2147483647
31273.8000 C floating1467-31274-95  p95 V0 12489 2147483647
31299.6000 C floating1468-31300-61  w61 V0 46341 2147483647
31313.8000 C floating1469-31314-40  c40 V0 4707 2147483647
31319.5000 C floating1470-31319-58  w58 V0 17881 2147483647
31331.2000 C floating1471-31331-49  w49 V0 7234 2147483647
31351.1000 C floating1472-31351-64  w64 V0 48762 2147483647
31352.3000 C floating1473-31352-116  p116 V0 1506 2147483647
31356.9000 C floating1474-31357-105  p105 V0 45417 2147483647
31360.0000 C floating1475-31360-18  c18 V0 16170 2147483647
31385.7000 C floating1476-31386-113  p113 V0 19840 2147483647
31400.5000 C floating1477-31400-56  w56 V0 2321 2147483647
31400.7000 C floating1478-31401-45  w45 V0 37202 2147483647
31422.3000 C floating1479-31422-81  t81 V0 29288 2147483647
31443.6000 C floating1480-31444-82  t82 V0 23495 2147483647
31466.6000 C floating1481-31467-73  w73 V0 24177 2147483647
31482.0000 C floating1482-31482-21  c21 V0 30907 2147483647
31487.6000 C floating1483-31488-39  c39 V0 10432 2147483647
31496.2000 C floating1484-31496-93  p93 V0 3126 2147483647
31615.1000 C floating1485-31615-15  c15 V0 8356 2147483647
31620.6000 C floating1486-31621-38  c38 V0 12024 2147483647
31623.6000 C floating1487-31624-69  w69 V0 33149 2147483647
31679.2000 C floating1488-31679-55  w55 V0 22290 2147483647
31719.2000 C floating1489-31719-0  V0 V0 11891 2147483647
31726.6000 C floating1490-31727-42  w42 V0 46524 2147483647
31741.3000 C floating1491-31741-112  p112 V0 49549 2147483647
31753.8000 C floating1492-31754-84  t84 V0 20536 2147483647
31770.6000 C floating1493-31771-97  p97 V0 23186 2147483647
31773.3000 C floating1494-31773-107  p107 V0 9839 2147483647
31786.4000 C floating1495-31786-48  w48 V0 14267 2147483647
31910.3000 C floating1496-31910-7  c7 V0 8812 2147483647
31914.9000 C floating1497-31915-14  c14 V0 20189 2147483647
31927.6000 C floating1498-31928-32  c32 V0 38622 2147483647
31993.8000 C floating1499-31994-51  w51 V0 6629 2147483647
32007.1000 C floating1500-32007-99  p99 V0 29920 2147483647
32009.1000 C floating1501-32009-86  t86 V0 34236 2147483647
32015.1000 C floating1502-32015-65  w65 V0 39880 2147483647
32044.8000 C floating1503-32045-85  t85 V0 34301 2147483647
32118.2000 C floating1504-32118-52  w52 V0 39329 2147483647
32183.4000 C floating1505-32183-36  c36 V0 46571 2147483647
32190.8000 C floating1506-32191-75  w75 V0 33677 2147483647
32230.0000 C floating1507-32230-34  c34 V0 49915 2147483647
32253.9000 C floating1508-32254-111  p111 V0 33606 2147483647
32277.8000 C floating1509-32278-62  w62 V0 47994 2147483647
32283.7000 C floating1510-32284-70  w70 V0 30358 2147483647
32289.2000 C floating1511-32289-47  w47 V0 23222 2147483647
32307.4000 C floating1512-32307-6  c6 V0 18761 2147483647
32378.4000 C floating1513-32378-28  c28 V0 37790 2147483647
32403.4000 C floating1514-32403-13  c13 V0 35599 2147483647
32437.9000 C floating1515-32438-33  c33 V0 14599 2147483647
32451.1000 C floating1516-32451-68  w68 V0 31136 2147483647
32459.3000 C floating1517-32459-106  p106 V0 25181 2147483647
32508.6000 C floating1518-32509-19  c19 V0 29586 2147483647
32514.1000 C floating1519-32514-31  c31 V0 46848 2147483647
32555.2000 C floating1520-32555-92  p92 V0 13903 2147483647
32568.9000 C floating1521-32569-63  w63 V0 26603 2147483647
32645.8000 C floating1522-32646-37  c37 V0 26010 2147483647
32694.8000 C floating1523-32695-121  p121 V0 14231 2147483647
32714.0000 C floating1524-32714-122  p122 V0 28663 2147483647
32724.3000 C floating1525-32724-90  p90 V0 37195 2147483647
32756.2000 C floating1526-32756-96  p96 V0 29489 2147483647
32761.6000 C floating1527-32762-41  w41 V0 30216 2147483647
32765.8000 C floating1528-32766-4  c4 V0 35530 2147483647
32783.3000 C floating1529-32783-114  p114 V0 28707 2147483647
32794.0000 C floating1530-32794-101  p101 V0 48664 2147483647
32795.5000 C floating1531-32795-123  p123 V0 10805 2147483647
32805.2000 C floating1532-32805-88  p88 V0 47897 2147483647
32846.8000 C floating1533-32847-2  c2 V0 7286 2147483647
32863.7000 C floating1534-32864-5  c5 V0 25486 2147483647
32893.0000 C floating1535-32893-66  w66 V0 17808 2147483647
32932.5000 C floating1536-32932-16  c16 V0 30564 2147483647
32947.6000 C floating1537-32948-103  p103 V0 1219 2147483647
32960.6000 C floating1538-32961-57  w57 V0 13265 2147483647
32965.3000 C floating1539-32965-53  w53 V0 15081 2147483647
32972.2000 C floating1540-32972-119  p119 V0 35263 2147483647
32975.3000 C floating1541-32975-46  w46 V0 37153 2147483647
32976.8000 C floating1542-32977-8  c8 V0 9282 2147483647
33003.0000 C floating1543-33003-104  p104 V0 8105 2147483647
33030.2000 C floating1544-33030-44  w44 V0 9296 2147483647
33033.9000 C floating1545-33034-26  c26 V0 42056 2147483647
33041.5000 C floating1546-33041-60  w60 V0 19364 2147483647
33060.6000 C floating1547-33061-91  p91 V0 19071 2147483647
33065.3000 C floating1548-33065-87  p87 V0 18415 2147483647
33074.3000 C floating1549-33074-115  p115 V0 22390 2147483647
33118.9000 C floating1550-33119-102  p102 V0 5391 2147483647
33131.2000 C floating1551-33131-9  c9 V0 24323 2147483647
33133.2000 C floating1552-33133-79  w79 V0 17556 2147483647
33149.0000 C floating1553-33149-29  c29 V0 11667 2147483647
33157.5000 C floating1554-33157-108  p108 V0 46991 2147483647
33243.9000 C floating1555-33244-17  c17 V0 3920 2147483647
33320.1000 C floating1556-33320-24  c24 V0 3452 2147483647
33324.9000 C floating1557-33325-20  c20 V0 16691 2147483647
33392.4000 C floating1558-33392-11  c11 V0 21419 2147483647
33422.9000 C floating1559-33423-126  p126 V0 26080 2147483647
33424.5000 C floating1560-33424-117  p117 V0 9975 2147483647
